Facility_ID,State,Facility_Type,Ownership,Year_Established,Number_of_Staff,Number_of_Patients_Annually,Primary_Issue_Treated,Service_Provided,Satisfaction_Rating,Average_Cost_Per_Visit_USD,Contact_Email,Phone_Number,Zip_Code,Accredited,Emergency_Services,Website,Insurance_Accepted,Rating_Category,Has_Parking,Open_24_Hours,Languages_Supported,State_Code,Facility_Code,Admin_Name,Yearly_Budget_USD
120,North Carolina,Rehabilitation Center,Non-Profit,1951,45.0,5652,Depression,Emergency,1.77,110.97,,987-654-3210,,,no,mhc.net,,Low,No,24/7,Spanish,NO,FC-00120,John Doe,1012625.5203413229
121,Michigan,Telehealth Provider,Private,1990,119.0,727,PTSD,Outpatient,2.9,251.41,support@health.com,555 123 4567,90210,Yes,Yes,https://clinic.com,Medicare,Medium,Yes,N/A,,MI,FC-00121,Jane Smith,5405383.5976800835
122,Michigan,Telehealth Provider,Non-Profit,1961,499.0,6689,Anxiety,Inpatient,2.45,423.24,contact@clinic.net,555 123 4567,33101,Yes,yes,https://clinic.com,Medicaid,Medium,Yes,,Spanish,MI,FC-00122,Dr. Lee,15406164.812125882
123,New York,Community Health Center,Private,1984,186.0,2144,Bipolar Disorder,Outpatient,2.43,186.21,info@mhc.org,555 123 4567,90210,Y,Yes,mhc.net,Private,Medium,True,Yes,Spanish,NE,FC-00123,,2869236.788172828
124,Pennsylvania,Community Health Center,Private,2014,371.0,2441,OCD,Inpatient,3.12,260.49,support@health.com,(123) 456-7890,33101,Yes,No,www.mhc.org,,Medium,No,N/A,Spanish,PE,FC-00124,John Doe,6715085.89612477
125,California,Psychiatric Hospital,Non-Profit,2004,323.0,5984,Anxiety,Telehealth,3.34,172.76,contact@clinic.net,987-654-3210,60601,,,https://clinic.com,Medicaid,Medium,False,,Hindi,CA,FC-00125,Dr. Lee,7251487.754972357
126,Florida,Telehealth Provider,Private,1994,304.0,8285,OCD,Outpatient,4.19,258.6,support@health.com,(123) 456-7890,,Y,No,mhc.net,Medicaid,High,No,24/7,,FL,FC-00126,Prof. Adams,10216427.531802526
127,Florida,Private Clinic,Non-Profit,2011,345.0,349,PTSD,Telehealth,2.36,449.53,info@mhc.org,(123) 456-7890,90210,Yes,yes,,Medicare,Medium,False,,,FL,FC-00127,Jane Smith,8036829.370311166
128,Illinois,Telehealth Provider,Private,1998,106.0,3025,Bipolar Disorder,Counseling,4.22,254.81,,987-654-3210,33101,Y,YES,https://clinic.com,Medicaid,High,False,No,"English, Spanish",IL,FC-00128,John Doe,4227509.308058747
129,Pennsylvania,Private Clinic,Non-Profit,1974,378.0,5143,Bipolar Disorder,Telehealth,2.35,300.16,,555 123 4567,90210,N,No,mhc.net,Medicaid,Medium,No,Yes,,PE,FC-00129,John Doe,13098358.569521684
130,Pennsylvania,Rehabilitation Center,Non-Profit,1972,222.0,1074,PTSD,Telehealth,1.22,231.79,contact@clinic.net,(123) 456-7890,33101,Y,no,http://healthcare.gov,Private,Low,,Yes,"English, Spanish",PE,FC-00130,,9979554.78769766
131,Florida,Telehealth Provider,Private,1973,326.0,9617,PTSD,Inpatient,3.22,257.05,,(123) 456-7890,33101,N,Yes,https://clinic.com,Medicare,Medium,No,No,English,FL,FC-00131,John Doe,9792542.215726111
132,Pennsylvania,Rehabilitation Center,Public,1987,146.0,7292,Depression,Counseling,3.35,56.83,contact@clinic.net,(123) 456-7890,10001,N,YES,http://healthcare.gov,Medicare,Medium,False,N/A,"English, Spanish",PE,FC-00132,Dr. Lee,3394070.258350236
133,New York,Community Health Center,Private,1977,15.0,9275,PTSD,Telehealth,4.74,177.69,support@health.com,555 123 4567,10001,Y,YES,https://clinic.com,Medicaid,High,Yes,No,Spanish,NE,FC-00133,Dr. Lee,747762.9406819225
134,Ohio,Community Health Center,Non-Profit,1970,118.0,9180,Schizophrenia,Telehealth,3.9,246.46,contact@clinic.net,(123) 456-7890,10001,,yes,https://clinic.com,Private,High,Yes,Yes,Mandarin,OH,FC-00134,Dr. Lee,2858589.2789307195
135,Texas,Psychiatric Hospital,Public,2003,44.0,2772,PTSD,Counseling,4.67,335.21,contact@clinic.net,,90210,,no,http://healthcare.gov,None,High,True,24/7,Mandarin,TE,FC-00135,Prof. Adams,1194340.6460137013
136,Michigan,Telehealth Provider,Private,1967,48.0,7379,Schizophrenia,Counseling,4.63,252.52,contact@clinic.net,987-654-3210,60601,,Yes,www.mhc.org,,High,Yes,N/A,Hindi,MI,FC-00136,Prof. Adams,2033524.2726875294
137,North Carolina,Rehabilitation Center,Private,1985,159.0,7631,PTSD,Outpatient,3.42,202.02,,,33101,No,no,mhc.net,Medicare,Medium,,,Spanish,NO,FC-00137,John Doe,2153726.4475600687
138,Illinois,Private Clinic,Private,1994,434.0,9618,Depression,Inpatient,3.11,224.64,contact@clinic.net,555 123 4567,,N,No,www.mhc.org,Private,Medium,False,24/7,"English, Spanish",IL,FC-00138,Prof. Adams,11049468.241175814
139,Ohio,Community Health Center,Public,2002,127.0,8762,Schizophrenia,Counseling,3.23,159.03,info@mhc.org,(123) 456-7890,10001,Y,yes,www.mhc.org,Private,Medium,No,N/A,Spanish,OH,FC-00139,Prof. Adams,1705407.2746664826
140,Florida,Community Health Center,Non-Profit,1979,270.0,2087,Anxiety,Counseling,4.91,466.02,contact@clinic.net,987-654-3210,90210,,YES,mhc.net,Medicaid,High,No,Yes,Hindi,FL,FC-00140,,4204503.360065785
141,Michigan,Private Clinic,Private,2009,435.0,190,Schizophrenia,Emergency,4.09,284.78,support@health.com,(123) 456-7890,90210,,YES,,,High,,Yes,,MI,FC-00141,Prof. Adams,4430750.36366532
142,Pennsylvania,Rehabilitation Center,Private,1981,96.0,8821,Depression,Counseling,1.43,56.03,info@mhc.org,555 123 4567,90210,Y,No,www.mhc.org,Medicare,Low,Yes,24/7,"English, Spanish",PE,FC-00142,Jane Smith,996650.0835163207
143,North Carolina,Rehabilitation Center,Private,2016,474.0,4159,OCD,Inpatient,4.11,58.75,support@health.com,987-654-3210,,N,YES,www.mhc.org,None,High,False,N/A,Spanish,NO,FC-00143,Jane Smith,11950258.384974074
144,Pennsylvania,Telehealth Provider,Private,2016,85.0,2873,Schizophrenia,Telehealth,1.68,487.83,support@health.com,,,Y,,www.mhc.org,Medicaid,Low,Yes,,,PE,FC-00144,Jane Smith,3601156.936822439
145,California,Telehealth Provider,Private,1977,480.0,9978,PTSD,Telehealth,2.79,149.65,support@health.com,987-654-3210,10001,No,yes,,Medicare,Medium,True,,Hindi,CA,FC-00145,John Doe,16070483.723360509
146,California,Psychiatric Hospital,Non-Profit,1993,473.0,8483,PTSD,Telehealth,1.84,412.52,info@mhc.org,(123) 456-7890,,No,No,https://clinic.com,Medicare,Low,Yes,No,,CA,FC-00146,Dr. Lee,16742573.715084214
147,North Carolina,Community Health Center,Non-Profit,1990,460.0,7509,OCD,Telehealth,3.76,76.22,info@mhc.org,987-654-3210,10001,Y,yes,http://healthcare.gov,Private,High,True,24/7,"English, Spanish",NO,FC-00147,,14154185.97156191
148,North Carolina,Telehealth Provider,Private,2012,423.0,4540,Depression,Emergency,4.51,464.52,,555 123 4567,,N,Yes,http://healthcare.gov,,High,No,N/A,Hindi,NO,FC-00148,John Doe,18100899.99936585
149,Florida,Rehabilitation Center,Public,1972,322.0,7447,Bipolar Disorder,Counseling,2.16,443.49,info@mhc.org,555 123 4567,,,yes,,None,Medium,False,24/7,Hindi,FL,FC-00149,Dr. Lee,14559277.980397925
150,North Carolina,Private Clinic,Non-Profit,1997,392.0,1108,PTSD,Telehealth,1.33,306.99,contact@clinic.net,987-654-3210,,No,yes,www.mhc.org,,Low,True,,Hindi,NO,FC-00150,,17243934.617319483
151,New York,Rehabilitation Center,Public,1981,223.0,3883,Anxiety,Outpatient,2.19,54.05,support@health.com,555 123 4567,10001,No,Yes,http://healthcare.gov,Private,Medium,Yes,N/A,English,NE,FC-00151,,9474218.383763107
152,Pennsylvania,Community Health Center,Non-Profit,2006,466.0,6746,Depression,Telehealth,3.69,166.01,,555 123 4567,33101,N,No,,None,High,Yes,Yes,Hindi,PE,FC-00152,,8065771.69121961
153,Ohio,Rehabilitation Center,Private,1982,294.0,4398,Schizophrenia,Counseling,2.32,233.07,info@mhc.org,555 123 4567,10001,No,yes,mhc.net,None,Medium,No,Yes,English,OH,FC-00153,Jane Smith,9923984.410294998
154,Georgia,Psychiatric Hospital,Non-Profit,1973,248.0,4768,Schizophrenia,Telehealth,2.11,257.03,support@health.com,,33101,No,no,http://healthcare.gov,Medicaid,Medium,,N/A,,GE,FC-00154,Jane Smith,8255058.905295831
155,North Carolina,Community Health Center,Private,1988,174.0,4387,Anxiety,Emergency,1.74,183.96,info@mhc.org,(123) 456-7890,90210,N,yes,mhc.net,None,Low,,24/7,English,NO,FC-00155,Jane Smith,5414490.266083582
156,Illinois,Private Clinic,Non-Profit,1983,96.0,2152,PTSD,Inpatient,2.99,64.83,,555 123 4567,90210,Y,No,www.mhc.org,Medicare,Medium,Yes,24/7,,IL,FC-00156,,2806321.1108995816
157,California,Psychiatric Hospital,Private,2005,150.0,6109,Depression,Inpatient,2.1,315.56,info@mhc.org,987-654-3210,10001,,YES,http://healthcare.gov,,Medium,,Yes,English,CA,FC-00157,,2035022.8631183011
158,New York,Community Health Center,Private,1977,169.0,1816,Anxiety,Counseling,3.92,285.87,info@mhc.org,555 123 4567,33101,,Yes,,,High,False,Yes,,NE,FC-00158,Jane Smith,2380623.4612060604
159,Michigan,Private Clinic,Private,1986,55.0,410,PTSD,Inpatient,1.31,177.35,support@health.com,,33101,No,YES,https://clinic.com,Medicaid,Low,,,,MI,FC-00159,,2535019.454969371
160,Georgia,Psychiatric Hospital,Private,1956,381.0,4638,Depression,Inpatient,3.66,67.09,contact@clinic.net,987-654-3210,33101,,No,http://healthcare.gov,None,High,False,N/A,Hindi,GE,FC-00160,Jane Smith,13414041.332207069
161,Ohio,Psychiatric Hospital,Public,2017,121.0,1360,Schizophrenia,Outpatient,1.95,497.57,info@mhc.org,(123) 456-7890,90210,Y,,http://healthcare.gov,Private,Low,Yes,24/7,Hindi,OH,FC-00161,Jane Smith,2479615.318170351
162,Georgia,Community Health Center,Private,1986,416.0,4032,Depression,Counseling,2.96,266.89,,987-654-3210,10001,No,YES,http://healthcare.gov,Medicare,Medium,Yes,,,GE,FC-00162,Jane Smith,8807558.47651191
163,North Carolina,Telehealth Provider,Public,2005,54.0,684,OCD,Counseling,,390.2,info@mhc.org,987-654-3210,60601,,yes,http://healthcare.gov,Medicaid,,Yes,24/7,Hindi,NO,FC-00163,Dr. Lee,1858020.836361041
164,Florida,Psychiatric Hospital,Public,2014,410.0,7716,Bipolar Disorder,Inpatient,,253.54,info@mhc.org,987-654-3210,33101,Yes,yes,,None,,No,Yes,,FL,FC-00164,,10773733.584024858
165,California,Psychiatric Hospital,Private,2014,256.0,8651,Depression,Inpatient,4.78,69.43,contact@clinic.net,987-654-3210,33101,Yes,Yes,,Private,High,,N/A,Hindi,CA,FC-00165,John Doe,7079159.510887369
166,California,Private Clinic,Public,1996,113.0,2966,Bipolar Disorder,Inpatient,4.67,189.32,support@health.com,555 123 4567,60601,Yes,yes,https://clinic.com,None,High,True,No,Mandarin,CA,FC-00166,Jane Smith,1404137.957211054
167,Michigan,Rehabilitation Center,Non-Profit,1969,94.0,5998,Depression,Emergency,3.33,194.05,,(123) 456-7890,10001,Yes,no,,Medicaid,Medium,True,N/A,English,MI,FC-00167,John Doe,1461659.3435326403
168,Florida,Community Health Center,Private,1968,459.0,2111,Bipolar Disorder,Telehealth,2.85,427.26,support@health.com,555 123 4567,33101,Yes,no,,Private,Medium,Yes,No,,FL,FC-00168,Dr. Lee,11811913.831708845
169,Pennsylvania,Community Health Center,Public,1978,,6351,OCD,Emergency,4.27,344.4,support@health.com,,10001,No,YES,www.mhc.org,Private,High,,,Spanish,PE,FC-00169,,
170,Texas,Telehealth Provider,Private,2009,143.0,5039,Schizophrenia,Counseling,3.73,173.94,support@health.com,,33101,N,No,www.mhc.org,Private,High,False,No,Hindi,TE,FC-00170,Jane Smith,1704705.2170715034
171,New York,Telehealth Provider,Private,1967,117.0,4106,PTSD,Outpatient,1.73,485.48,info@mhc.org,987-654-3210,,N,Yes,mhc.net,Private,Low,True,No,Hindi,NE,FC-00171,Jane Smith,2735730.4704494695
172,California,Community Health Center,Private,1984,27.0,1725,Bipolar Disorder,Telehealth,4.28,194.69,contact@clinic.net,555 123 4567,33101,No,,https://clinic.com,None,High,Yes,,"English, Spanish",CA,FC-00172,Jane Smith,1020677.7080892771
173,Illinois,Telehealth Provider,Public,1992,103.0,990,OCD,Outpatient,2.72,499.21,info@mhc.org,555 123 4567,,No,YES,www.mhc.org,Private,Medium,True,N/A,Spanish,IL,FC-00173,John Doe,4293249.256655199
174,California,Private Clinic,Non-Profit,1960,159.0,6178,Bipolar Disorder,Counseling,1.76,498.27,,(123) 456-7890,10001,Y,No,https://clinic.com,None,Low,True,,Spanish,CA,FC-00174,Dr. Lee,2799803.678046193
175,Georgia,Community Health Center,Non-Profit,1998,255.0,7136,Schizophrenia,Counseling,2.13,136.04,contact@clinic.net,(123) 456-7890,33101,N,Yes,https://clinic.com,Private,Medium,True,Yes,Mandarin,GE,FC-00175,,10011168.745313264
176,California,Telehealth Provider,Public,1987,298.0,9023,Bipolar Disorder,Outpatient,2.07,190.73,support@health.com,(123) 456-7890,90210,Yes,Yes,http://healthcare.gov,Private,Medium,Yes,Yes,English,CA,FC-00176,Dr. Lee,14368507.393422032
177,California,Community Health Center,Private,2013,423.0,4061,OCD,Outpatient,3.08,268.72,contact@clinic.net,555 123 4567,90210,No,YES,https://clinic.com,Medicaid,Medium,Yes,No,Mandarin,CA,FC-00177,Jane Smith,19573261.579631906
178,Texas,Rehabilitation Center,Public,2018,218.0,2604,OCD,Outpatient,1.94,348.85,,(123) 456-7890,60601,Yes,No,http://healthcare.gov,None,Low,No,,English,TE,FC-00178,Dr. Lee,9063359.394731877
179,Texas,Psychiatric Hospital,Public,1957,135.0,8906,Anxiety,Counseling,1.49,287.62,info@mhc.org,(123) 456-7890,90210,N,No,mhc.net,None,Low,No,,,TE,FC-00179,John Doe,5196564.104623227
180,Ohio,Community Health Center,Public,1983,244.0,3906,Schizophrenia,Inpatient,1.49,486.25,info@mhc.org,(123) 456-7890,,,yes,mhc.net,,Low,No,,Mandarin,OH,FC-00180,Prof. Adams,4734949.8862729585
181,Pennsylvania,Psychiatric Hospital,Private,1997,425.0,6200,Anxiety,Outpatient,3.33,375.8,support@health.com,987-654-3210,90210,,,mhc.net,Medicaid,Medium,True,N/A,"English, Spanish",PE,FC-00181,Prof. Adams,15026354.859817907
182,Illinois,Telehealth Provider,Public,2005,435.0,1819,Schizophrenia,Telehealth,,145.42,info@mhc.org,,90210,No,no,http://healthcare.gov,None,,,24/7,English,IL,FC-00182,,15542967.492299149
183,California,Psychiatric Hospital,Private,2014,471.0,6786,Bipolar Disorder,Counseling,2.29,97.29,info@mhc.org,,90210,Y,yes,http://healthcare.gov,Medicaid,Medium,Yes,24/7,Mandarin,CA,FC-00183,,12374513.896626242
184,California,Community Health Center,Public,1980,131.0,1687,OCD,Emergency,1.14,359.78,,555 123 4567,33101,Yes,Yes,mhc.net,Medicaid,Low,No,24/7,"English, Spanish",CA,FC-00184,Dr. Lee,3893401.019312913
185,New York,Rehabilitation Center,Non-Profit,1953,147.0,7100,Anxiety,Emergency,,121.3,contact@clinic.net,555 123 4567,60601,No,,http://healthcare.gov,Medicaid,,,N/A,Spanish,NE,FC-00185,,5550887.510467276
186,Texas,Telehealth Provider,Public,1999,124.0,9903,Bipolar Disorder,Telehealth,4.66,404.45,info@mhc.org,987-654-3210,10001,Y,,,Medicare,High,No,,Hindi,TE,FC-00186,John Doe,5962423.617123693
187,Illinois,Community Health Center,Public,2018,429.0,996,OCD,Inpatient,2.97,189.97,,,60601,Yes,No,,None,Medium,No,24/7,,IL,FC-00187,Jane Smith,9357454.536848102
188,Michigan,Telehealth Provider,Non-Profit,1979,171.0,5658,Schizophrenia,Outpatient,2.81,197.1,,(123) 456-7890,,N,,http://healthcare.gov,Medicaid,Medium,,,,MI,FC-00188,Jane Smith,3395123.9593888866
189,Ohio,Private Clinic,Private,2008,210.0,8569,OCD,Counseling,1.15,54.86,support@health.com,(123) 456-7890,33101,,YES,http://healthcare.gov,Medicare,Low,No,No,Spanish,OH,FC-00189,Dr. Lee,7155177.895310523
190,Pennsylvania,Psychiatric Hospital,Private,2016,243.0,4747,Bipolar Disorder,Outpatient,3.91,365.46,,555 123 4567,33101,Y,,www.mhc.org,Medicare,High,True,24/7,Mandarin,PE,FC-00190,Jane Smith,3701367.3632100187
191,Florida,Private Clinic,Public,1994,37.0,9928,Anxiety,Counseling,3.11,100.97,support@health.com,,90210,Yes,Yes,www.mhc.org,Private,Medium,True,No,Hindi,FL,FC-00191,Dr. Lee,1232148.5891219643
192,Pennsylvania,Community Health Center,Non-Profit,1953,20.0,2532,Anxiety,Emergency,1.81,397.8,info@mhc.org,555 123 4567,90210,No,YES,https://clinic.com,Private,Low,True,N/A,Spanish,PE,FC-00192,,271081.18805714464
193,Georgia,Rehabilitation Center,Private,1975,215.0,4004,OCD,Outpatient,1.44,271.34,support@health.com,555 123 4567,,Yes,YES,https://clinic.com,None,Low,False,Yes,"English, Spanish",GE,FC-00193,,6369021.364598776
194,California,Telehealth Provider,Public,1976,176.0,6937,Bipolar Disorder,Telehealth,2.53,402.93,,(123) 456-7890,33101,No,yes,https://clinic.com,Private,Medium,No,N/A,Hindi,CA,FC-00194,John Doe,6127717.197983277
195,Ohio,Psychiatric Hospital,Non-Profit,1995,256.0,1549,Depression,Inpatient,,312.77,contact@clinic.net,(123) 456-7890,10001,,,mhc.net,None,,False,N/A,English,OH,FC-00195,Jane Smith,3277922.706153901
196,Georgia,Telehealth Provider,Private,2013,56.0,4600,Schizophrenia,Telehealth,4.46,87.09,contact@clinic.net,,60601,,No,,Medicare,High,Yes,N/A,Mandarin,GE,FC-00196,John Doe,1023575.0603649295
197,Illinois,Community Health Center,Private,2000,255.0,5554,Schizophrenia,Inpatient,3.41,394.54,info@mhc.org,555 123 4567,33101,Yes,yes,mhc.net,Medicare,Medium,,24/7,Hindi,IL,FC-00197,Prof. Adams,5970817.705771155
198,Florida,Telehealth Provider,Non-Profit,1999,136.0,9524,Bipolar Disorder,Outpatient,3.91,81.41,info@mhc.org,987-654-3210,10001,Yes,No,http://healthcare.gov,None,High,Yes,No,English,FL,FC-00198,John Doe,3365176.9018127047
199,Texas,Psychiatric Hospital,Non-Profit,1955,156.0,4217,Depression,Outpatient,1.46,265.42,contact@clinic.net,,10001,No,,www.mhc.org,Private,Low,False,24/7,Spanish,TE,FC-00199,Dr. Lee,5778892.973905949
200,Ohio,Community Health Center,Non-Profit,2008,127.0,8969,Anxiety,Inpatient,3.35,127.56,support@health.com,555 123 4567,60601,No,yes,http://healthcare.gov,Private,Medium,True,Yes,,OH,FC-00200,Dr. Lee,3957428.4100423823
201,Ohio,Telehealth Provider,Non-Profit,1964,408.0,2128,PTSD,Emergency,3.67,388.55,info@mhc.org,,10001,Y,,http://healthcare.gov,None,High,No,N/A,Hindi,OH,FC-00201,John Doe,10316010.235382935
202,California,Rehabilitation Center,Public,1979,391.0,6945,PTSD,Counseling,1.8,460.22,,,,Y,Yes,www.mhc.org,,Low,No,,Hindi,CA,FC-00202,,10958576.617903406
203,North Carolina,Community Health Center,Non-Profit,1991,,3858,Bipolar Disorder,Telehealth,4.52,299.36,info@mhc.org,,10001,Y,yes,http://healthcare.gov,Private,High,True,Yes,English,NO,FC-00203,Prof. Adams,
204,Ohio,Community Health Center,Private,1986,161.0,6004,Depression,Telehealth,1.78,287.22,support@health.com,987-654-3210,,Yes,No,https://clinic.com,Medicaid,Low,No,No,English,OH,FC-00204,John Doe,6572182.798741138
205,New York,Rehabilitation Center,Private,1991,81.0,4724,Depression,Telehealth,2.25,393.78,info@mhc.org,987-654-3210,10001,Y,Yes,www.mhc.org,Private,Medium,,Yes,,NE,FC-00205,,942855.1913710951
206,Florida,Private Clinic,Public,1984,372.0,8948,Schizophrenia,Outpatient,3.48,52.29,,(123) 456-7890,90210,Yes,no,http://healthcare.gov,,Medium,,24/7,English,FL,FC-00206,John Doe,16060244.294687781
207,Florida,Psychiatric Hospital,Private,1955,146.0,265,Anxiety,Telehealth,3.55,462.99,,(123) 456-7890,10001,,No,https://clinic.com,Medicare,High,,,English,FL,FC-00207,Jane Smith,4619419.685062024
208,New York,Private Clinic,Private,2017,184.0,4691,OCD,Counseling,3.8,138.85,,555 123 4567,,N,,https://clinic.com,Medicare,High,Yes,24/7,Hindi,NE,FC-00208,Dr. Lee,5724749.247412445
209,Michigan,Telehealth Provider,Non-Profit,1967,,689,Depression,Counseling,1.45,492.85,support@health.com,,10001,,No,,Medicare,Low,True,N/A,,MI,FC-00209,Jane Smith,
210,New York,Rehabilitation Center,Private,1978,455.0,4624,OCD,Inpatient,4.4,381.31,support@health.com,555 123 4567,10001,Yes,no,https://clinic.com,Private,High,,N/A,,NE,FC-00210,Jane Smith,20193983.494293068
211,New York,Private Clinic,Public,2008,490.0,2921,PTSD,Outpatient,,398.41,,(123) 456-7890,10001,Yes,No,mhc.net,Medicare,,False,Yes,Hindi,NE,FC-00211,Prof. Adams,23375864.47100142
212,Florida,Community Health Center,Non-Profit,1996,28.0,6609,OCD,Counseling,2.89,345.29,,987-654-3210,,N,Yes,www.mhc.org,,Medium,,N/A,Spanish,FL,FC-00212,,888574.273713263
213,Pennsylvania,Telehealth Provider,Non-Profit,1966,204.0,7793,Anxiety,Emergency,4.92,262.25,support@health.com,(123) 456-7890,10001,No,YES,www.mhc.org,,High,Yes,N/A,Spanish,PE,FC-00213,Dr. Lee,3269371.173029573
214,Florida,Telehealth Provider,Public,1971,339.0,9554,Anxiety,Outpatient,3.96,307.23,support@health.com,555 123 4567,60601,No,No,www.mhc.org,Private,High,False,No,Hindi,FL,FC-00214,Jane Smith,15304235.358905977
215,North Carolina,Private Clinic,Non-Profit,2017,433.0,171,OCD,Outpatient,1.47,70.88,support@health.com,(123) 456-7890,60601,No,yes,http://healthcare.gov,Medicaid,Low,True,No,English,NO,FC-00215,Dr. Lee,5034439.35817039
216,California,Private Clinic,Non-Profit,2018,184.0,3680,Bipolar Disorder,Counseling,4.03,330.78,contact@clinic.net,555 123 4567,,Y,no,http://healthcare.gov,Private,High,True,24/7,Mandarin,CA,FC-00216,,7782001.576497789
217,Georgia,Rehabilitation Center,Public,1986,499.0,8062,Depression,Emergency,1.38,331.74,support@health.com,555 123 4567,90210,No,No,mhc.net,Medicare,Low,,24/7,Spanish,GE,FC-00217,John Doe,18571215.663455933
218,Pennsylvania,Psychiatric Hospital,Non-Profit,1998,458.0,368,Bipolar Disorder,Inpatient,1.11,451.04,,555 123 4567,60601,Y,no,https://clinic.com,Private,Low,False,No,Spanish,PE,FC-00218,Jane Smith,21154609.767988373
219,Texas,Private Clinic,Public,1962,422.0,2562,OCD,Counseling,2.61,277.55,contact@clinic.net,555 123 4567,33101,Y,YES,http://healthcare.gov,,Medium,False,Yes,Hindi,TE,FC-00219,,19369177.976176903
220,Georgia,Private Clinic,Public,1983,,9560,Depression,Emergency,4.97,84.71,support@health.com,(123) 456-7890,60601,No,Yes,https://clinic.com,Private,High,,No,Hindi,GE,FC-00220,Dr. Lee,
221,California,Community Health Center,Private,2002,363.0,1115,Schizophrenia,Outpatient,1.7,187.79,,555 123 4567,33101,No,yes,https://clinic.com,Private,Low,,24/7,Mandarin,CA,FC-00221,,12479161.832190758
